R1	4636033603912859648	4632233691727265792
R2	4636028049647162688	4632587170927709061
R3	4636011408770221009	4632939255107237467
R4	4635983746955973408	4633288554750446371
R5	4635945173372963238	4633633691331223856
R6	4635895840253500048	4633973302753163497
R7	4635835942292868199	4634255032644688492
R8	4635765715880953532	4634417316307524672
R9	4635685438169320476	4634574870187733621
R10	4635595425977421450	4634727072492129673
R11	4635496034542255220	4634873322547751998
R12	4635387656116408761	4635013043172446347
R13	4635270718420015495	4635145682952739334
R14	4635145682952739334	4635270718420015495
R15	4635013043172446346	4635387656116408761
R16	4634873322547751997	4635496034542255220
R17	4634727072492129673	4635595425977421450
R18	4634574870187733620	4635685438169320476
R19	4634417316307524672	4635765715880953532
R20	4634255032644688492	4635835942292868200
R21	4633973302753163497	4635895840253500048
R22	4633633691331223855	4635945173372963238
R23	4633288554750446370	4635983746955973408
R24	4632939255107237467	4636011408770221009
R25	4632587170927709061	4636028049647162688
R26	4632233691727265791	4636033603912859648
R27	4631880212526822522	4636028049647162688
R28	4631528128347294116	4636011408770221008
R29	4631178828704085212	4635983746955973408
R30	4630833692123307728	4635945173372963238
R31	4630494080701368086	4635895840253500048
R32	4630161334729394984	4635835942292868200
R33	4629836767403722623	4635765715880953532
R34	4629342902349739564	4635685438169320476
R35	4628734093132155352	4635595425977421450
R36	4628149092909666060	4635496034542255220
R37	4627590210410888661	4635387656116408761
R38	4627059651289716711	4635270718420015494
R39	4626559509420612067	4635145682952739334
R40	4626091758635039002	4635013043172446346
R41	4625658244931653168	4634873322547751998
R42	4625260679190988248	4634727072492129673
R43	4624604443537284896	4634574870187733620
R44	4623962221844220448	4634417316307524672
R45	4623400410548903108	4634255032644688491
R46	4622921226863848320	4633973302753163495
R47	4622526561908142800	4633633691331223856
R48	4622217973244061444	4633288554750446371
R49	4621996678730080632	4632939255107237466
R50	4621863551714547204	4632587170927709060
R51	4621819117588971520	4632233691727265790
R52	4621863551714547204	4631880212526822523
R53	4621996678730080632	4631528128347294117
R54	4622217973244061444	4631178828704085212
R55	4622526561908142800	4630833692123307727
R56	4622921226863848324	4630494080701368086
R57	4623400410548903112	4630161334729394982
R58	4623962221844220452	4629836767403722623
R59	4624604443537284896	4629342902349739564
R60	4625260679190988250	4628734093132155354
R61	4625658244931653168	4628149092909666056
R62	4626091758635039006	4627590210410888658
R63	4626559509420612068	4627059651289716711
R64	4627059651289716712	4626559509420612068
R65	4627590210410888664	4626091758635039002
R66	4628149092909666057	4625658244931653168
R67	4628734093132155358	4625260679190988246
R68	4629342902349739565	4624604443537284896
R69	4629836767403722626	4623962221844220444
R70	4630161334729394985	4623400410548903108
R71	4630494080701368086	4622921226863848324
R72	4630833692123307730	4622526561908142796
R73	4631178828704085213	4622217973244061444
R74	4631528128347294120	4621996678730080632
R75	4631880212526822524	4621863551714547204
R76	4632233691727265791	4621819117588971520
R77	4632587170927709063	4621863551714547204
R78	4632939255107237467	4621996678730080632
R79	4633288554750446374	4622217973244061444
R80	4633633691331223856	4622526561908142800
R81	4633973302753163496	4622921226863848320
R82	4634255032644688493	4623400410548903112
R83	4634417316307524672	4623962221844220448
R84	4634574870187733622	4624604443537284904
R85	4634727072492129674	4625260679190988250
R86	4634873322547751999	4625658244931653172
R87	4635013043172446348	4626091758635039006
R88	4635145682952739334	4626559509420612068
R89	4635270718420015496	4627059651289716716
R90	4635387656116408762	4627590210410888662
R91	4635496034542255222	4628149092909666065
R92	4635595425977421450	4628734093132155358
R93	4635685438169320476	4629342902349739565
R94	4635765715880953532	4629836767403722626
R95	4635835942292868200	4630161334729394985
R96	4635895840253500048	4630494080701368091
R97	4635945173372963238	4630833692123307730
R98	4635983746955973408	4631178828704085213
R99	4636011408770221009	4631528128347294120
R100	4636028049647162688	4631880212526822523
