R1	4629197877876659435	4635379775630865486
R2	4635020173307058278	4624975845281371315
R3	4635785783424368854	4634872043419633888
R4	4626189170047777612	4625831743154586956
R5	4631921943501321583	4631341988295792613
R6	4621098446465483985	4634281899813112378
R7	4632207622214898479	4636457612709588779
R8	4636460400589109031	4627153237277370990
R9	4631874509297269172	4617820819432126885
R10	4633932596718486779	4634285883205107196
R11	4636432528802673916	4636401329274141749
R12	4618443040006438260	4615326615491360949
R13	4629167715115283931	4632839347672256062
R14	4635991651531201044	4616635065329564298
R15	4635942803304319502	4632974248048599659
R16	4616215983164771962	4629826576362459411
R17	4624826021421708120	4635777251137521493
R18	4634101397814560742	4629800003947507890
R19	4630698079585485595	4634789047457523998
R20	4634594679630308145	4635232311727307851
R21	4636597775707658746	4635087122126340740
R22	4631150851462203524	4629549357732803418
R23	4628498910679918544	4634540302030222816
R24	4630604364383239217	4636511111708255572
R25	4630186164423249046	4620140063382378402
R26	4634372114570724594	4618961942392522757
R27	4634281804364502318	4632833048623697510
R28	4635318014947570212	4636140751788176965
R29	4626953392568586085	4630089724445215462
R30	4633208305046937847	4625777768076649412
R31	4636249758871445013	4629499148949332532
R32	4623800509130669282	4634662831549573637
R33	4634998799170451368	4634602435909401289
R34	-4607409658971034933	4634266381764508513
R35	4631416342563611853	4635567006941182889
R36	4636637893957202503	4632072767272218483
R37	4630594753870350920	4634073033397642536
R38	4635547137398832511	-4616254766906593760
R39	4633688373303895572	4634951675891634361
R40	4634798678219344725	4627935812087578287
R41	4632922037021821880	4636467168712999616
R42	4635848180541074919	4625513730289831025
R43	4630103491106189737	4635773581329007685
R44	4632771086751505032	4633578675629861929
R45	4634884478744288317	4633249185730232499
R46	4627272448362638497	4635209519374629969
R47	4630292419546147487	4631380440700771675
R48	4632428962969401947	4629852195923131295
R49	4623223279610809419	4618724946156527047
R50	4622957641030897605	4628136295304984816
R51	4628889335136583912	4623236280474367567
R52	4622538154329096333	4634301433071330333
R53	4635651378852859013	4631752641080911968
R54	4616441213876605079	4636067398781473777
R55	4635696865020978714	4634135432931369785
R56	4628917477641106205	4616455045011445891
R57	4632545980399468051	4635855881539722037
R58	4636625237204074244	4634779007649316347
R59	4636575493534570381	4610675488442012312
R60	4632659523121654113	4619489252564645067
R61	4636132621356669921	4628177931243217096
R62	4631376096170580551	-4611108063213183692
R63	4632209456375708256	4627356025992007889
R64	-4610523156017957883	4628152641634281717
R65	4635158387336918436	4637053944768949279
R66	4625523168847253259	4611974622393185691
R67	4621008449125860592	4634763599457429277
R68	4627745654341766628	4631100339077960332
R69	4627200099126108207	4635645334732902063
R70	4634590835976346700	4630125138175743485
R71	4635888702228619375	4628941975883742651
R72	4630868739093388319	4635062284564129376
R73	4635186857891656937	4634667506495816852
R74	4634273161311679856	4631937101775926797
R75	4612562176517029116	4632520018908511871
R76	4606293453547998149	4634551481213852824
R77	4634416805073662393	4634175253833869020
R78	4632769328566266392	4636568274413194733
R79	4636180836533389075	4625377569506567599
R80	4634205873462231039	4625731375760194251
R81	4620483423329297992	4615157888142178683
R82	4629117417478232755	4635643680028156101
R83	4631725979766372700	4630006242467838162
R84	4634892815516411569	4634907518355992682
R85	4630750871973022145	4630205426273565897
R86	4635306473752036017	4635363487570998737
R87	4616816914286663992	4600633767862427120
R88	4633447557398461160	4629972421450600830
R89	4635063396114290453	4626488398639336729
R90	4629524464317287899	4633794276590504113
R91	4636091623175363237	4617638214602401566
R92	4636105492031368688	4607627650552240563
R93	4608225130587222195	4634654054580066509
R94	4632259728152009699	4625730904758235523
R95	4628452947404668621	4634966457935164063
R96	4621895692300307884	4633719148343540237
R97	4626605078457479127	4624284290916587952
R98	4632736605417023268	4621240756221538419
R99	4630162839598904023	4614862979323231367
R100	4634414372451918128	4634760570710602585
R101	4634649151454107217	4623370266230398648
R102	4628054176496773077	4632332859274865732
R103	4627568243306783575	4634853788159259177
R104	4625764255255750713	4628736982980106955
R105	4636431659568397328	4634801735749641271
R106	4629965670151301717	4636640608839479625
