T1	4634844145460071995	4627463715882048512
T2	4634167670057268794	4632943529469307854
T3	4633606519467075884	4629886449371111995
T4	4630617873149703908	4636630623176655583
T5	4635887113905434194	4636323869208711193
T6	4628432483800762955	4623445882562811644
T7	4624442557689117856	4612415178787979133
T8	4632891495330710783	4636487389853038640
T9	4622071920750552944	4633994970214360372
T10	4630978259787433026	4635163229039540079
T11	4636672008762764508	4632054010023023195
T12	4634951623991460643	4634859515983957516
T13	4635451633790385561	4635603582980426851
T14	4632609452863945411	4636028924473080455
T15	4623729760756723294	4620865615375936231
T16	4636586521676938861	4634783553269381332
T17	4634732000386143864	4624252208978153731
T18	4631712369367422772	4601752162445655520
T19	4619736013033655642	4630100396112805901
T20	4629964576326462054	4635747601068837368
T21	4636537071088378483	4635792561973634708
T22	4633818129918579295	4625731281559802505
T23	4626817280353093815	4635713335822939468
T24	4606888331313283916	4634571995887095561
T25	4635128049416607864	4634715508867852018
T26	4626638964906014818	4635210940444857549
T27	4636352608222369152	4609090303526646212
T28	4630744739101362248	4635708435401760206
T29	4635231698950285217	4636691354321818672
T30	4635914711739537750	4625486498133178340
T31	4636470375095532711	4634797190129576286
T32	4634466873105936747	4635360846470106457
T33	4631409346851492067	4631700127624700598
T34	4635701656719352162	4632259514948212133
T35	4636680595119601500	4636521047570040344
T36	4630166343481649817	4617007682199863679
T37	4619750121520771192	4613736847972359458
T38	4632003870084272973	4636539907878354256
T39	4636660710111166445	4635100810638696435
T40	4632253357694446994	4627885615775484852
T41	4629395247037688121	4635669660288326418
T42	4617550216095190792	4607261436498415662
T43	4630176855129887200	4621072525207299481
T44	4635683952285765465	4600295338349509920
T45	4629359639901057227	4632678542608965181
T46	4636165997088468197	4628495986245293984
T47	4635852490318831608	4633780136550112630
T48	4636094396946564328	4616695216936378516
T49	4634251331811448539	4632188708699272061
T50	4632328008305503464	4632524860982142737
T51	4630352886410988173	4631918959240145847
T52	4634654163347278024	4629739370234172414
T53	4607927691704579312	4634633539906823772
T54	4634945371412368204	4633743639590540287
T55	4627310180013400593	4630672113361009245
T56	4636114305334926243	4625404801663220284
T57	4600721609929673520	4628149372368422337
T58	4635983057742430287	4629069019725688149
T59	4631233111226021087	4634538631470499299
T60	4630945893531692256	4630165589512420350
T61	4634427497615422783	4634910639650478553
T62	4635994445286547721	4633358997486434981
T63	4632385061650663209	4629474385125915740
T64	4632799870257377490	4636548053273155710
T65	4633832998803506539	4613300347645453583
T66	4634548946658338846	4634067350273036837
T67	4635455436761329664	4634915573669431976
T68	4634083405672920056	4629556649328421093
T69	4634980547182253806	4626047427265459187
T70	4623085829716043275	4634719742025545626
T71	4636266124283863025	4629450151251524646
T72	4632649328593652098	4625730998958627268
T73	4622600606101288125	4634513226195530579
T74	4630534287005510233	4633534514858268364
T75	4636319366212390290	4632714247406341165
T76	4626722262345957808	4629893644965158673
T77	4627745184126360584	4634876322114440154
T78	4621320713333829738	4628139564570844196
T79	4626003757028302487	4629074455483442080
T80	4635037681268647108	4616931364187718154
T81	4621034847683697300	4635978883041840200
T82	4632721188957949437	4621010852001908131
T83	4632674939580727944	4619949061003905642
T84	4625668824034050640	4635917339093051684
T85	4630128720900902265	4636638112423773615
T86	4633301784251738101	4633700844290655656
T87	4628380542347844115	4632419280108390594
T88	4636348435503539617	4626822347973763980
T89	4636102718260167598	4611399641216332762
T90	4628411525424434999	4634406632693582238
T91	4628796229181020393	4618890920619458016
T92	4627061929793300084	4624074688828143875
T93	4633692446683119634	4634821486855931755
T94	4629246229594074674	4633998019648609108
T95	4615242234390910058	4631915113209585378
T96	4621406488369717475	4634701006141954603
T97	4631306821869567147	4635466062465772187
T98	4633704666820791820	4634430919748823937
T99	4631530958207702589	4630046079228983709
T100	4628276006585091612	4634943923979983086
