R1	4626496215952519124	4624607466817597744
R2	4636176960569163322	4634539630962473015
R3	4636151138992691422	4615155284711644183
R4	4626186420136119355	4633303389362117645
R5	4636490893416823897	4629865812695810458
R6	4623969186613231188	4621667202120587206
R7	4635468497590728861	4634414571184318105
R8	4631232876527953736	4631951459409944501
R9	4635538161671801139	4632790136953115470
R10	4633421575636213986	4633604296349386569
R11	4630465791479140009	4595079001033510624
R12	4634552401118489063	4634722967542240677
R13	4619482486273637092	4632281005533013219
R14	4634565476219858802	4635335626361267804
R15	4634778342462863339	4630003263551085012
R16	4618864300930429404	4630112566406365987
R17	4632527781392663865	4636429840407922402
R18	4634577103512678418	4623036178428993738
R19	4632309075533930458	4636042963503445254
R20	4625399021755763871	4630113684040904604
R21	4634592144367438256	4614486232941469758
R22	4628012547472646184	4631740034275504258
R23	4630916560989729406	4625913756619250152
R24	4628954746025104840	4633299758474806584
R25	4625434961950971574	4630428578189178097
R26	4627297988116384727	4632774512749397617
R27	4630192213636747684	4629420772956856121
R28	4635593481641812714	4634420622218625897
R29	4622329924040330488	4636284336349985511
R30	4635859845584054994	4635695835853367801
R31	4630747407883695276	4630520738766049054
R32	4632603207734850020	4600901936889257720
R33	4614975075756876083	4635237260484657976
R34	4628329854333474205	4634778959046951587
R35	4631100695332733412	4628878607940745330
R36	4627588289967912293	4623239804272250831
R37	4624560330338326781	4629947951779245033
R38	4635594290529961666	4635644377347558931
R39	4628040857966228427	4633925880789227773
R40	4632103117987477134	4631042093412584503
R41	4635713378404594422	4635471439448128665
R42	4617282583580871279	4628049364473674199
R43	4635611539673155203	4631228399507148919
R44	4634916018567968056	4635867129153727008
R45	4628930771484021484	4636618824078698987
R46	4635537861942925061	4635126835566037722
R47	4630317428075002551	4624992818937209156
R48	4628354000764759987	4627791173705214408
R49	4594335421674013424	4628255900020925724
R50	4627484520130282921	4622862988626984531
R51	4635240068014689661	4636475583354603073
R52	4626598467043207546	4636183535555211804
R53	4616928847524423166	4636542584635820794
R54	4630943085245506292	4632450502111787442
R55	4607421464212551462	4624365319587550156
R56	4635697260659680949	4627814711857388405
R57	4626846702133420912	4624180665238285475
R58	4635407914833004126	4629595418945764584
R59	4632768318315621437	4632478561690109220
R60	4632880762621694064	4630380226988885130
R61	4624375431978860306	4626821434830229746
R62	4630489277499075184	4636124788046158165
R63	4633201170131413134	4635858606068523756
R64	4634292261116101190	4632195442264747889
R65	4631068713603855414	4634401137515452932
R66	4609741936884950962	4625333925071838562
R67	4634929860846449517	4636232863270775903
R68	4630679445963942028	4630460486195629864
R69	4619836527432136616	4623216834086146512
R70	4632656519265686034	4636254553545363664
R71	4610365617230617612	4629816093604890130
R72	4633396374851910967	4630270568370781808
R73	4616299388719110054	4635137677908936132
R74	4613901619177195658	4632555271982190189
R75	4630641043538240350	4634407810344329766
R76	4633812215578982715	4627484455472109690
R77	4630744198806388880	4636701361721154921
R78	4628889111075055537	4623862784917998675
R79	4631354226397025640	4633529704436496840
R80	4621319809975655481	4635889669933103087
R81	4632192301003209206	4632672452361400926
R82	4634641579600355032	4633539627838491076
R83	4636294625676844274	4630448215966333031
R84	4618230854204679854	4625675072369798740
R85	4631001931258528150	4634277181544543403
R86	4634708070901037461	4636330751748082177
R87	4636380946543849329	4633909765640516414
R88	4634777675575312172	4613486039483607508
R89	4624829753837455881	4621395327519179400
R90	4636313347427830232	4634995349154242536
R91	4625983942602825252	4636425399885575965
R92	4616076295106170308	4626606263017375515
R93	4634094481004847833	4635212018144544719
R94	4630282583916280286	4624570524292111219
R95	4633422485197056284	4635564377721017320
R96	4634424257341715592	4630851656503631944
R97	4630865833853083695	4633307577141820090
R98	4626927146904300768	4636181411553637329
R99	4628939438200275502	4635546384460447306
R100	4620961190573435869	4635116120269889824
R101	4632879165470316019	4632594017770406948
R102	4633550064483792172	4628079491542069540
R103	4633696329809439720	4620985959270978519
R104	4635719142753552872	4635435331810862361
R105	4628921829543680949	4631429022646330990
R106	4634911187239863778	4636458745695300257
